"","noiseLevel","distinctRunNo","decision","maximumSM","midpoint","slopeParam","maximumDSM","midPoint1Param","slope1Param","slope2Param","midPointDistanceParam","finalAsymptoteIntensityRatio","mAError","finalAsymptoteIntensityRatioValue","maximumDSMValue","slope1ParamValue","midpoint1ParamValue","slope2ParamValue","midPointDistanceParamValue","realInput"
"11",0.45,2,"double_sigmoidal",NA,NA,NA,10.0561667088585,8.69747990368865,1.89581859047793,0.909051558751075,4.87022555490621,0.621921582600054,0.0606209242797195,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"12",0.45,3,"double_sigmoidal",NA,NA,NA,8.65455183458717,8.52635929719296,4.48073707412618,6,6.31017147480991,0.654037556404002,0.0199681703537956,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"13",0.6,1,"double_sigmoidal",NA,NA,NA,10.2679841103974,9.88789872422865,0.788955357194042,0.622027252319997,1.2,0.602184627969333,0.086440227651292,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"14",0.6,2,"double_sigmoidal",NA,NA,NA,11.0555712947577,8.52053230164302,0.75914507450599,6,6.22433130096235,0.537127817632452,0.0766783213567305,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"15",0.6,3,"sigmoidal",6.737195368956,7.3463274646911,1.12457373380517,NA,NA,NA,NA,NA,NA,0.154146037008167,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"16",0.75,1,"sigmoidal",6.8544144067072,8.1996833333187,2.16753010581328,NA,NA,NA,NA,NA,NA,0.13366404358743,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"17",0.75,2,"sigmoidal",6.46835338592839,7.61891373880169,1.98849803947747,NA,NA,NA,NA,NA,NA,0.130827180820817,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"18",0.75,3,"double_sigmoidal",NA,NA,NA,9.36291793236824,7.57935180525534,0.713323146856584,6,7.55748388108974,0.657055645604369,0.0933761790638447,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"19",0.9,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"20",0.9,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"21",0.9,3,"double_sigmoidal",NA,NA,NA,9.77524568149627,8.34841206490211,0.801615080681932,0.136258058024108,1.2,0.46638994277842,0.117765789684098,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"22",1.05,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"23",1.05,2,"sigmoidal",7.24437498684504,6.60964942161913,0.880861832728966,NA,NA,NA,NA,NA,NA,0.194494099438058,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"24",1.05,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"25",1.2,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"26",1.2,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"27",1.2,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"28",1.35,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"29",1.35,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"30",1.35,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"31",1.5,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"32",1.5,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"33",1.5,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602951235987712,9.33428997008596,3.01937740840646,8.64930665772408,5.45654491707124,6.27131304873943,"double_sigmoidal"
"34",0,1,"double_sigmoidal",NA,NA,NA,6.3817917113989,23.7668506096372,6,6,2.45283466304235,0.568731173379344,0.0110972883138216,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"35",0,2,"double_sigmoidal",NA,NA,NA,6.38180250637571,23.7668579782734,6,6,2.45282713368305,0.568730149351548,0.0110973487291115,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"36",0,3,"double_sigmoidal",NA,NA,NA,6.38179514913054,23.7668521259977,6,6,2.45283110311057,0.56873095091034,0.0110972984034362,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"37",0.15,1,"double_sigmoidal",NA,NA,NA,6.4749249573068,23.7603972234798,6,6,2.41753068073795,0.599753937456166,0.016105078490276,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"38",0.15,2,"double_sigmoidal",NA,NA,NA,6.28491269693871,23.7247102875913,6,6,2.48996208255919,0.604614463130702,0.0132809388153816,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"39",0.15,3,"double_sigmoidal",NA,NA,NA,6.36967671279432,23.7537459967768,6,6,2.38040399911294,0.611387300231237,0.0159696494214578,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"40",0.3,1,"double_sigmoidal",NA,NA,NA,5.85890662424916,23.7689645513653,6,6,2.44373612356927,0.622666950636431,0.0127866201085038,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"41",0.3,2,"double_sigmoidal",NA,NA,NA,6.66757441181335,23.7343990839843,6,6,2.50559447635673,0.582246534229818,0.0173600263141884,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"42",0.3,3,"double_sigmoidal",NA,NA,NA,6.32443939021274,23.7360819487041,6,6,2.5479686180622,0.623643421676036,0.0167790134403707,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"43",0.45,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"44",0.45,2,"double_sigmoidal",NA,NA,NA,7.32402491697633,23.7495395039606,6,6,2.51319824133749,0.513323503093707,0.0213990271552921,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"45",0.45,3,"double_sigmoidal",NA,NA,NA,7.1557362631705,23.8121278048996,6,6,2.11971008537097,0.5797375500499,0.0275333504872312,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"46",0.6,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"47",0.6,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"48",0.6,3,"double_sigmoidal",NA,NA,NA,5.20934069560789,25.6195338844674,0.244033394842104,6,1.2,0.665555092127323,0.14925811391019,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"49",0.75,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"50",0.75,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"51",0.75,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"52",0.9,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"53",0.9,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"54",0.9,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"55",1.05,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"56",1.05,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"57",1.05,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"58",1.2,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"59",1.2,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"60",1.2,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"61",1.35,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"62",1.35,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"63",1.35,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"64",1.5,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"65",1.5,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"66",1.5,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601849111262709,6.08988663600758,34.1931874671336,23.7467474334408,37.0474608695137,2.65601873344825,"double_sigmoidal"
"67",0,1,"double_sigmoidal",NA,NA,NA,16.0004753144147,12.7519412146863,6,6,13.9998398998838,0.569979978849365,0.0131656452685459,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"68",0,2,"double_sigmoidal",NA,NA,NA,16.0004748265106,12.7519420088458,6,6,13.9998368451992,0.569979564424228,0.0131656747249517,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"69",0,3,"double_sigmoidal",NA,NA,NA,16.0004741995638,12.7519482321037,6,6,13.9998446396604,0.569979793110947,0.0131656403182082,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"70",0.15,1,"double_sigmoidal",NA,NA,NA,16.1007280451852,12.7133012261887,6,6,14.0884416791963,0.614857676970198,0.0204248636875089,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"71",0.15,2,"double_sigmoidal",NA,NA,NA,16.2266654062767,12.7450956692992,6,6,13.9906398205068,0.591731148380278,0.0214379544350708,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"72",0.15,3,"double_sigmoidal",NA,NA,NA,15.9503696901449,12.7367776982152,6,6,13.9921907866109,0.607795310724241,0.0146437546097311,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"73",0.3,1,"double_sigmoidal",NA,NA,NA,15.6092968106738,12.7606043402491,6,4.84907458255265,14.1121783171059,0.598465252694684,0.0207012110164642,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"74",0.3,2,"double_sigmoidal",NA,NA,NA,16.1173036292771,12.6891565565796,6,6,14.1186408108076,0.631062946654271,0.0231802045326589,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"75",0.3,3,"double_sigmoidal",NA,NA,NA,15.5173662198255,12.6375671672609,6,6,14.1717818830481,0.609449205920453,0.0241438966632931,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"76",0.45,1,"double_sigmoidal",NA,NA,NA,16.7775199050028,12.5779184417555,1.7532135174365,1.20241937147104,14.5502747487649,0.530337093709032,0.0600195160160777,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"77",0.45,2,"sigmoidal",14.411922852673,12.5974931007575,6,NA,NA,NA,NA,NA,NA,0.0965219807434727,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"78",0.45,3,"double_sigmoidal",NA,NA,NA,16.6831513828197,12.7038073629795,6,6,14.2287057509309,0.641956040318013,0.044797990122399,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"79",0.6,1,"double_sigmoidal",NA,NA,NA,16.4704092494947,12.4906441510931,1.57556852093883,6,14.1555715806038,0.729657115105311,0.0684783366531191,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"80",0.6,2,"double_sigmoidal",NA,NA,NA,16.5273919805849,12.5860865419875,6,1.96409508064848,13.7982700124693,0.673158740311825,0.0466255079415368,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"81",0.6,3,"double_sigmoidal",NA,NA,NA,15.9397668315135,12.444000842225,1.53304662372258,6,14.3052768171287,0.564828172913727,0.0386488537120796,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"82",0.75,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"83",0.75,2,"double_sigmoidal",NA,NA,NA,17.0802165016873,12.5346207538875,6,6,14.0206327776896,0.707030760051316,0.0688246623835832,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"84",0.75,3,"double_sigmoidal",NA,NA,NA,16.2587735392162,12.5356487001121,6,2.46143030567906,13.9311102864455,0.618931410857884,0.032861863155684,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"85",0.9,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"86",0.9,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"87",0.9,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"88",1.05,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"89",1.05,2,"double_sigmoidal",NA,NA,NA,16.5967841709737,12.1134904161652,1.54740457878194,6,14.755321376763,0.683484856321102,0.073566590851904,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"90",1.05,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"91",1.2,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"92",1.2,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"93",1.2,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"94",1.35,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"95",1.35,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"96",1.35,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"97",1.5,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"98",1.5,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"99",1.5,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58212656842079,15.8935146799544,27.899677477479,12.7307042502798,31.7016647963864,14.0671350592067,"double_sigmoidal"
"100",0,1,"double_sigmoidal",NA,NA,NA,5.23056509972828,21.7551258775375,6,6,3.47805276710984,0.538448540105832,0.0102722323723848,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"101",0,2,"double_sigmoidal",NA,NA,NA,5.23056548519098,21.7551259991596,6,6,3.47805185191502,0.538448533715706,0.0102722327530978,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"102",0,3,"double_sigmoidal",NA,NA,NA,5.23058007943077,21.7551313522991,6,6,3.47801811271178,0.538448218547919,0.0102722557178447,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"103",0.15,1,"double_sigmoidal",NA,NA,NA,5.34834582926502,21.6903276209973,6,6,3.55224965949941,0.577254097297527,0.0198090838104994,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"104",0.15,2,"double_sigmoidal",NA,NA,NA,5.2252195084227,21.6892490238254,6,6,3.57773597794974,0.56537994178591,0.0136247892751486,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"105",0.15,3,"double_sigmoidal",NA,NA,NA,5.20578634063189,21.7763892713573,6,6,3.46174251084775,0.566743555349207,0.0127815890997744,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"106",0.3,1,"double_sigmoidal",NA,NA,NA,5.18266322486763,21.7751756949771,6,6,3.53685740297931,0.60706104167089,0.0193776067857147,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"107",0.3,2,"double_sigmoidal",NA,NA,NA,5.91610455544486,23.0248923593709,0.839730541873275,1.99079794407168,1.2,0.518423515994129,0.0573489114371208,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"108",0.3,3,"double_sigmoidal",NA,NA,NA,5.2665055194889,21.703964289124,6,6,3.51699363617626,0.570900308730318,0.0158061380786155,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"109",0.45,1,"double_sigmoidal",NA,NA,NA,5.88911300926673,24.1988657529037,0.367547248680734,4.66438361061801,1.2,0.467518882535954,0.0992471677177277,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"110",0.45,2,"double_sigmoidal",NA,NA,NA,5.75508387431447,23.0725149651417,0.721944821561472,1.13544255782098,1.2,0.585293613447088,0.0818569102004206,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"111",0.45,3,"double_sigmoidal",NA,NA,NA,4.81334883214161,21.6987481571348,6,5.04214465257717,3.54503706197844,0.672570479805026,0.0286642582929505,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
"112",0.6,1,"double_sigmoidal",NA,NA,NA,5.37658545190031,24.1083685572233,0.280077910471329,6,1.2,0.630988429020627,0.142355234308629,0.559051831800025,5.09179560791235,11.7962967011363,21.736493741395,32.9406136401903,3.4957947478578,"double_sigmoidal"
