"","noiseLevel","distinctRunNo","decision","maximumSM","midpoint","slopeParam","maximumDSM","midPoint1Param","slope1Param","slope2Param","midPointDistanceParam","finalAsymptoteIntensityRatio","mAError","maximumSMValue","slopeParamValue","midpointValue","realInput"
"43",0.45,1,"sigmoidal",13.0124909845028,22.3539891233996,4.01952210259305,NA,NA,NA,NA,NA,NA,0.0165961321022886,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"44",0.45,2,"sigmoidal",13.1828926915717,22.3647939761048,1.84522737304732,NA,NA,NA,NA,NA,NA,0.0253012682556567,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"45",0.45,3,"sigmoidal",13.1401632041214,22.3525151146141,2.12396830436869,NA,NA,NA,NA,NA,NA,0.0230354918288654,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"46",0.6,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"47",0.6,2,"sigmoidal",14.5970189569832,21.8329411273625,0.841824243760598,NA,NA,NA,NA,NA,NA,0.0699134829014631,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"48",0.6,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"49",0.75,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"50",0.75,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"51",0.75,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"52",0.9,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"53",0.9,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"54",0.9,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"55",1.05,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"56",1.05,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"57",1.05,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"58",1.2,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"59",1.2,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"60",1.2,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"61",1.35,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"62",1.35,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"63",1.35,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"64",1.5,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"65",1.5,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"66",1.5,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3287515315227,23.3867164147876,22.5219525229186,"sigmoidal"
"67",0,1,"sigmoidal",8.44616559106845,18.742861098007,6,NA,NA,NA,NA,NA,NA,0.00810179453032923,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"68",0,2,"sigmoidal",8.44616557518071,18.7428610523164,6,NA,NA,NA,NA,NA,NA,0.00810179391481105,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"69",0,3,"sigmoidal",8.44617015118909,18.7428738996019,6,NA,NA,NA,NA,NA,NA,0.00810197155775277,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"70",0.15,1,"sigmoidal",8.38926128979091,18.6959885786527,6,NA,NA,NA,NA,NA,NA,0.00706280235618197,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"71",0.15,2,"sigmoidal",8.40025182871126,18.7049806808265,6,NA,NA,NA,NA,NA,NA,0.00646408009598687,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"72",0.15,3,"sigmoidal",8.53448511388077,18.742289965114,6,NA,NA,NA,NA,NA,NA,0.0119950042456202,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"73",0.3,1,"sigmoidal",8.62134954833404,18.7198257101547,6,NA,NA,NA,NA,NA,NA,0.0161233991425435,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"74",0.3,2,"sigmoidal",8.36683020636901,18.7108295022253,6,NA,NA,NA,NA,NA,NA,0.008065190976545,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"75",0.3,3,"sigmoidal",8.24159361677348,18.6760732623601,6,NA,NA,NA,NA,NA,NA,0.0144558516267464,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"76",0.45,1,"sigmoidal",8.43483649732319,18.6826970182902,6,NA,NA,NA,NA,NA,NA,0.0079418085579684,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"77",0.45,2,"sigmoidal",8.19045968332965,18.0984487370922,1.33420729249311,NA,NA,NA,NA,NA,NA,0.0512096613002151,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"78",0.45,3,"sigmoidal",8.38328247657594,18.7413942061022,6,NA,NA,NA,NA,NA,NA,0.00715958986427833,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"79",0.6,1,"sigmoidal",9.03366696790703,18.7919251735353,1.17906133673158,NA,NA,NA,NA,NA,NA,0.0592570534322373,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"80",0.6,2,"sigmoidal",8.40582041369134,18.7848944087211,6,NA,NA,NA,NA,NA,NA,0.00649102357692576,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"81",0.6,3,"sigmoidal",8.77950916922028,18.4002612461807,1.77387716451771,NA,NA,NA,NA,NA,NA,0.0429686112863161,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"82",0.75,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"83",0.75,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"84",0.75,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"85",0.9,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"86",0.9,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"87",0.9,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"88",1.05,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"89",1.05,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"90",1.05,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"91",1.2,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"92",1.2,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"93",1.2,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"94",1.35,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"95",1.35,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"96",1.35,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"97",1.5,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"98",1.5,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"99",1.5,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40170268840157,16.1397956949612,18.7042899895459,"sigmoidal"
"100",0,1,"sigmoidal",15.2138490522145,17.8115766969574,6,NA,NA,NA,NA,NA,NA,0.00536953563320957,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"101",0,2,"sigmoidal",15.213846560152,17.8115727801741,6,NA,NA,NA,NA,NA,NA,0.00536943939027173,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"102",0,3,"sigmoidal",15.2138465440461,17.8115727550139,6,NA,NA,NA,NA,NA,NA,0.00536943876953822,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"103",0.15,1,"sigmoidal",15.2312257782961,17.8256804657161,6,NA,NA,NA,NA,NA,NA,0.00594475346484308,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"104",0.15,2,"sigmoidal",15.3193618006058,17.8079385576081,6,NA,NA,NA,NA,NA,NA,0.00804559935474358,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"105",0.15,3,"sigmoidal",15.2385962306366,17.7896705553991,6,NA,NA,NA,NA,NA,NA,0.0058549415251635,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"106",0.3,1,"sigmoidal",15.3531282448239,17.779111116769,6,NA,NA,NA,NA,NA,NA,0.00874145603644362,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"107",0.3,2,"sigmoidal",14.9718887227323,17.7574799957377,6,NA,NA,NA,NA,NA,NA,0.0101435397025195,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"108",0.3,3,"sigmoidal",15.4547882749693,17.7624871897333,6,NA,NA,NA,NA,NA,NA,0.0115332544192843,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"109",0.45,1,"sigmoidal",14.9472793777538,17.4634987162484,2.7836517237095,NA,NA,NA,NA,NA,NA,0.0232968697116443,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"110",0.45,2,"sigmoidal",15.2825667437969,17.7370617798261,6,NA,NA,NA,NA,NA,NA,0.00689136903459787,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"111",0.45,3,"sigmoidal",14.9086135696559,17.7759585261693,6,NA,NA,NA,NA,NA,NA,0.0120514463080383,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"112",0.6,1,"sigmoidal",14.8761086743375,17.7185707150477,3.38314046087033,NA,NA,NA,NA,NA,NA,0.020027344163915,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"113",0.6,2,"sigmoidal",15.622833056756,17.7956658044896,6,NA,NA,NA,NA,NA,NA,0.0162731350208784,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"114",0.6,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"115",0.75,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"116",0.75,2,"sigmoidal",15.5076088557869,17.6248835522709,2.53660041931279,NA,NA,NA,NA,NA,NA,0.0244051116349967,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"117",0.75,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"118",0.9,1,"sigmoidal",15.7278335680521,17.3654383663554,1.71359583547944,NA,NA,NA,NA,NA,NA,0.0405455247785045,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"119",0.9,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"120",0.9,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"121",1.05,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"122",1.05,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"123",1.05,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"124",1.2,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"125",1.2,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"126",1.2,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"127",1.35,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"128",1.35,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"129",1.35,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"130",1.5,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"131",1.5,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"132",1.5,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1751332893036,18.062422961995,17.9078998379409,"sigmoidal"
"133",0,1,"sigmoidal",6.49632876492105,18.5520271081477,2.53400215447438,NA,NA,NA,NA,NA,NA,1.55350221149999e-17,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"134",0,2,"sigmoidal",6.49632876492105,18.5520271081477,2.53400215447438,NA,NA,NA,NA,NA,NA,1.55350221149999e-17,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"135",0,3,"sigmoidal",6.49632876492105,18.5520271081477,2.53400215447438,NA,NA,NA,NA,NA,NA,1.55350221149999e-17,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"136",0.15,1,"sigmoidal",6.63495539366506,18.5216977703047,1.66025771534183,NA,NA,NA,NA,NA,NA,0.0160285640704842,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"137",0.15,2,"sigmoidal",6.50923623969702,18.4888529478851,2.09151714404901,NA,NA,NA,NA,NA,NA,0.00512836424597565,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"138",0.15,3,"sigmoidal",6.44358062651567,18.4688304188535,1.88752336720597,NA,NA,NA,NA,NA,NA,0.010554608543611,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"139",0.3,1,"sigmoidal",6.55548800942741,18.3766973539007,2.07221811196174,NA,NA,NA,NA,NA,NA,0.0103074659612939,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"140",0.3,2,"sigmoidal",6.41907599801384,18.3127670690585,1.63214603257249,NA,NA,NA,NA,NA,NA,0.0176386020384103,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"141",0.3,3,"sigmoidal",6.53634259557984,18.5784825576148,1.45430411008844,NA,NA,NA,NA,NA,NA,0.0154394249999876,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"142",0.45,1,"sigmoidal",6.74787192145869,18.189872139,0.99752832006837,NA,NA,NA,NA,NA,NA,0.0406201938150886,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"143",0.45,2,"sigmoidal",6.5654094474683,18.3405429200014,1.71706376254098,NA,NA,NA,NA,NA,NA,0.0142602731718634,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"144",0.45,3,"sigmoidal",6.90848057049045,17.9509266058462,0.85861226970119,NA,NA,NA,NA,NA,NA,0.0570649242233018,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"145",0.6,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"146",0.6,2,"sigmoidal",7.00561410511152,18.3102228211843,0.93454866288372,NA,NA,NA,NA,NA,NA,0.0528076033169302,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"147",0.6,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"148",0.75,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"149",0.75,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"150",0.75,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"151",0.9,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"152",0.9,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"153",0.9,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"154",1.05,1,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"155",1.05,2,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
"156",1.05,3,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49632876492105,2.53400215447438,18.5520271081477,"sigmoidal"
